Handle,Social Network,Profile Name,Avatar URL,Followers,Posts,Value Per Fan,Total Value € Jan 2026,Category,URL
shafalisverma17,instagram,Shafali Verma,https://cdn.horizm.com/clubs/2430_6491e8ee0dee6,999610,7,0.0422,42172,Athlete,https://www.instagram.com/shafalisverma17/
gabrielpec,instagram,Gabriel Pec,https://cdn.horizm.com/clubs/6033_650be30231944,996081,4,0.0137,13673,Athlete,https://www.instagram.com/gabrielpec/
logansargeant,instagram,Logan Sargeant,https://cdn.horizm.com/clubs/3457_649204cdc8fc4,994610,4,0.0420,41809,Athlete,https://www.instagram.com/logansargeant/
pjtucker,instagram,P.J. Tucker,https://cdn.horizm.com/clubs/7945_6638b2ae5fa35,982912,3,0.0187,18342,Athlete,https://www.instagram.com/pjtucker
facupellistri,instagram,Facundo Pellistri,https://cdn.horizm.com/clubs/4310_649bd9bdc1bff,982474,1,0.0010,939,Athlete,https://www.instagram.com/facupellistri/
lawestt_,instagram,Wesley Fofana,https://cdn.horizm.com/clubs/f62f66fb6db4903b033a20add9677e61d8b6c11b.jpg,982146,2,0.0119,11716,Athlete,https://www.instagram.com/lawestt_/
zielu_94,instagram,Piotr Zielinski,https://cdn.horizm.com/clubs/4910_64baaeaf88865,978436,5,0.0479,46860,Athlete,https://www.instagram.com/zielu_94
cadecunn1ngham,instagram,Cade Cunningham,https://cdn.horizm.com/clubs/7925_6638a7f5efcbf,978051,2,0.2558,250219,Athlete,https://www.instagram.com/cadecunn1ngham
julioenciso.33,instagram,Julio Enciso,https://cdn.horizm.com/clubs/4341_649bda82d1243,976465,11,0.0437,42660,Athlete,https://www.instagram.com/julioenciso.33/
edmundosouza10,instagram,Edmundo Souza,https://cdn.horizm.com/clubs/3428_64920400b909e,976161,3,0.0018,1730,Athlete,https://www.instagram.com/edmundosouza10/
pedroscooby,tiktok,Pedro Scooby,https://cdn.horizm.com/clubs/3370_649202850d159,975567,2,0.0077,7516,Athlete,https://www.tiktok.com/@pedroscooby
austonmatthews,instagram,Auston Mathews,https://cdn.horizm.com/clubs/3760_64920c11720dc,973924,3,0.0633,61632,Athlete,https://www.instagram.com/austonmatthews/
hbarnes,instagram,Harrison Barnes,https://cdn.horizm.com/clubs/6009_650c03e2d3d08,970574,3,0.0990,96070,Athlete,https://www.instagram.com/hbarnes/
itsandreabotez,instagram,Andrea Botez,https://cdn.horizm.com/clubs/6079_650be36acbcf7,961790,10,0.1085,104388,Athlete,https://www.instagram.com/itsandreabotez/
bubbawatson,instagram,Bubba Watson,https://cdn.horizm.com/clubs/4983_64baaf61b0bf5,955254,13,0.0816,77945,Athlete,https://www.instagram.com/bubbawatson/
37pedroacosta,instagram,Pedro Acosta,https://cdn.horizm.com/clubs/3326_64920164e6984,952194,6,0.0277,26390,Athlete,https://www.instagram.com/37pedroacosta/
rossbarkley,instagram,Ross Barkley,https://cdn.horizm.com/clubs/7337_65b0ae4bd58fb,952074,1,0.0027,2541,Athlete,https://www.instagram.com/rossbarkley/
marnus3,instagram,Marnus Labuschagne,https://cdn.horizm.com/clubs/6246_6531228fc750b,948168,13,0.0787,74655,Athlete,https://www.instagram.com/marnus3/
safawirasid29,instagram,Safawi RASID,https://cdn.horizm.com/clubs/3817_64a27599bc418,943769,4,0.0006,590,Athlete,https://www.instagram.com/safawirasid29
iamtrayvonbromell,instagram,Trayvon Bromell,https://cdn.horizm.com/clubs/3556_64920799e77ff,940165,5,0.0053,5021,Athlete,https://www.instagram.com/iamtrayvonbromell/
jbairstow21,instagram,Jonny Bairstow,https://cdn.horizm.com/clubs/2981_6491f80413694,938179,3,0.0057,5324,Athlete,https://www.instagram.com/jbairstow21
ivantoney1,instagram,Ivan Toney,https://cdn.horizm.com/clubs/2297_6491e57e4aadb,937655,9,0.0781,73216,Athlete,https://www.instagram.com/ivantoney1
minwoo27lee,instagram,Min Woo Lee,https://cdn.horizm.com/clubs/5092_64d60f570e47c,937250,6,0.0882,82686,Athlete,https://www.instagram.com/minwoo27lee/
alexrins,instagram,Alex Rins,https://cdn.horizm.com/clubs/1826_6491d8dcb67b1,936210,9,0.0393,36809,Athlete,https://www.instagram.com/alexrins/
mattycash622,instagram,Matthew (Matty) Cash,https://cdn.horizm.com/clubs/1441_6491d00595f2d,936118,1,0.0089,8365,Athlete,https://www.instagram.com/mattycash622/
linda__caicedo11,instagram,Linda Caicedo,https://cdn.horizm.com/clubs/5151_64d610e84d6d4,930202,3,0.0043,4035,Athlete,https://www.instagram.com/linda__caicedo11/
fernandoprassoficial,instagram,Fernando Prass,https://cdn.horizm.com/clubs/3857_64920e2c31e5c,930182,2,0.0054,5060,Athlete,https://www.instagram.com/fernandoprassoficial/
jonasvingegaard,instagram,Jonas Vingegaard,https://cdn.horizm.com/clubs/5159_64f6e84a6195e,928307,1,0.0054,4970,Athlete,https://www.instagram.com/jonasvingegaard/
bebeto7,instagram,Bebeto,https://cdn.horizm.com/clubs/3828_64920d808a9ab,925596,4,0.0085,7845,Athlete,https://www.instagram.com/bebeto7/
lj10,instagram,Lauren James,https://cdn.horizm.com/clubs/1440_6491cffd0ef78,924663,3,0.0185,17075,Athlete,https://www.instagram.com/lj10
undertaker,tiktok,The Undertaker Mark Calaway,https://cdn.horizm.com/clubs/6781_6565b8e8864e6,924130,2,0.0045,4119,Athlete,https://www.tiktok.com/@undertaker
spina_leo,instagram,Leonardo Spinazzola,https://cdn.horizm.com/clubs/6563_6531373222ec0,924055,2,0.0218,20170,Athlete,https://www.instagram.com/spina_leo
williaaaams11,instagram,Inaki Williams,https://cdn.horizm.com/clubs/7144_6583eb191670e,922279,3,0.0179,16506,Athlete,https://www.instagram.com/williaaaams11/
rpatricio1,instagram,Rui Patricio,https://cdn.horizm.com/clubs/0acae658118984fc30d6cad1c0ba6b4b3d21cf6e.jpg,920854,6,0.0040,3675,Athlete,https://www.instagram.com/rpatricio1/
katieledecky,instagram,Katie Ledecky,https://cdn.horizm.com/clubs/3016_6491f90480759,914689,9,0.0590,53980,Athlete,https://www.instagram.com/katieledecky/
francisco.conceicao7,instagram,Francisco Conceicao,https://cdn.horizm.com/clubs/2742_6491f1cc353fe,914152,3,0.0292,26721,Athlete,https://www.instagram.com/francisco.conceicao7
jackmilleraus,instagram,Jack Miller,https://cdn.horizm.com/clubs/1824_6491d8cc03808,912978,7,0.1432,130701,Athlete,https://www.instagram.com/jackmilleraus/
cody_bellinger,instagram,Cody Bellinger,https://cdn.horizm.com/clubs/5925_650be22e83c33,911667,4,0.1310,119470,Athlete,https://www.instagram.com/cody_bellinger/
wilfriedzaha,tiktok,Wilfred Zaha,https://cdn.horizm.com/clubs/2284_6491e52b0504c,911057,1,0.0016,1450,Athlete,https://www.tiktok.com/@wilfriedzaha
janja_garnbret,instagram,Janja Garnbret,,910690,3,0.0216,19675,Athlete,https://www.instagram.com/janja_garnbret/
pedrovictor38_,instagram,Pedrinho,https://cdn.horizm.com/clubs/3413_64a2779fc5e22,910275,1,0.0020,1784,Athlete,https://www.instagram.com/pedrovictor38_/
@notamendi30,tiktok,Nicolas Otamendi,https://cdn.horizm.com/clubs/1886_6491da64bda5a,910117,4,0.0012,1116,Athlete,https://www.tiktok.com/@notamendi30
reissnelson,instagram,Reiss Nelson,https://cdn.horizm.com/clubs/4301_649bd9785a304,908148,1,0.0073,6601,Athlete,https://www.instagram.com/reissnelson/
stuartbroad,instagram,Stuart Broad,https://cdn.horizm.com/clubs/2990_6491f8510dd5b,907084,8,0.0259,23499,Athlete,https://www.instagram.com/stuartbroad/
borjamayoral,instagram,Borja Mayoral,https://cdn.horizm.com/clubs/6370_653125da4beff,906150,1,0.0004,359,Athlete,https://www.instagram.com/borjamayoral/
arizz_44,instagram,Anthony Rizzo,https://cdn.horizm.com/clubs/3722_64920ae5517d2,901726,5,0.1450,130779,Athlete,https://www.instagram.com/arizz_44/
dangerusswilson,tiktok,Russell Wilson,https://cdn.horizm.com/clubs/6602_65312c5ace9d3,900491,2,0.0360,32458,Athlete,https://www.tiktok.com/@dangerusswilson
goncaloramos88,instagram,Gonçalo Ramos,https://cdn.horizm.com/clubs/1883_6491da53a2524,899656,5,0.0202,18183,Athlete,https://www.instagram.com/goncaloramos88/
justinprose99,instagram,Justin Rose,https://cdn.horizm.com/clubs/5081_64d60efeaeef7,899139,19,0.0797,71683,Athlete,https://www.instagram.com/justinprose99/
lucybronze,instagram,Lucy Bronze,https://cdn.horizm.com/clubs/2798_6491f2b8b0b83,898839,9,0.0569,51187,Athlete,https://www.instagram.com/lucybronze/
alikrieger,instagram,Ali Krieger,https://cdn.horizm.com/clubs/4159_649bd5e559b40,897064,3,0.0289,25881,Athlete,https://www.instagram.com/alikrieger/
jasonroy20,instagram,Jason Roy,https://cdn.horizm.com/clubs/6248_653122a5561a5,896960,4,0.0048,4278,Athlete,https://www.instagram.com/jasonroy20/
taylor_fritz,instagram,Taylor Fritz,https://cdn.horizm.com/clubs/3022_6491f937b5477,895748,11,0.0652,58447,Athlete,https://www.instagram.com/taylor_fritz/
maxxcrosby,instagram,Maxx Crosby,https://cdn.horizm.com/clubs/6607_65312c8ca7c1b,895363,3,0.1993,178443,Athlete,https://www.instagram.com/maxxcrosby
julieertz,instagram,Julie Ertz,https://cdn.horizm.com/clubs/1904_6491dae3bb748,890872,1,0.0131,11697,Athlete,https://www.instagram.com/julieertz/
lennart_kl10,instagram,Lennart Karl,,888597,6,0.0865,76908,Athlete,https://www.instagram.com/lennart_kl10
dilorenzo22,instagram,Giovanni Di Lorenzo,https://cdn.horizm.com/clubs/4923_64baaece9afbc,880240,18,0.0162,14240,Athlete,https://www.instagram.com/dilorenzo22/
officialtommyfleetwood,instagram,Tommy Fleetwood,https://cdn.horizm.com/clubs/4939_64baaef6b74cd,878309,5,0.0939,82431,Athlete,https://www.instagram.com/officialtommyfleetwood/
tommycaldwell,instagram,Tommy Caldwell,,876230,2,0.0168,14695,Athlete,https://www.instagram.com/tommycaldwell/
radhay21,instagram,Radha Yadav,https://cdn.horizm.com/clubs/2935_6491f6b871da8,875241,5,0.0643,56271,Athlete,https://www.instagram.com/radhay21/
mickyvdven,instagram,Micky van de Ven,https://cdn.horizm.com/clubs/6219_650be493a7446,874462,1,0.0797,69670,Athlete,https://www.instagram.com/mickyvdven
saulniguez,tiktok,Saul Niguez,https://cdn.horizm.com/clubs/2368_6491e77113530,872770,1,0.0075,6537,Athlete,https://www.tiktok.com/@saulniguez
cooperkupp,instagram,Cooper Kupp,https://cdn.horizm.com/clubs/3765_64920c3af09dc,871846,7,0.2699,235289,Athlete,https://www.instagram.com/cooperkupp/
florentmanaudou,instagram,Florent Manaudou,https://cdn.horizm.com/clubs/3015_6491f8fc1c326,871318,1,0.0123,10749,Athlete,https://www.instagram.com/florentmanaudou/
bremer,instagram,Gleison Bremer,https://cdn.horizm.com/clubs/6567_653137367ff69,871058,7,0.0255,22188,Athlete,https://www.instagram.com/bremer/
dantebahia,instagram,Dante Bonfim,https://cdn.horizm.com/clubs/6306_6531243c05f1a,870974,6,0.0028,2466,Athlete,https://www.instagram.com/dantebahia/
amoroso,instagram,Marcio Amoroso,https://cdn.horizm.com/clubs/3850_64920e0197340,870547,11,0.0067,5791,Athlete,https://www.instagram.com/amoroso
gabimartinelli,tiktok,Gabriel Martinelli,https://cdn.horizm.com/clubs/2248_6491e43cea207,869495,2,0.0166,14459,Athlete,https://www.tiktok.com/@gabimartinelli
thyfreestylesoccer,tiktok,Pham Trong Thy,https://cdn.horizm.com/clubs/6d5a5bc83ea7c4e7ece96a82497ad6c30789385e.jpg,868169,14,0.0788,68383,Athlete,https://www.tiktok.com/@thyfreestylesoccer
bishnoi6476,instagram,Ravi Bishnoi,https://cdn.horizm.com/clubs/7711_65faed010f503,866272,9,0.2278,197378,Athlete,https://www.instagram.com/bishnoi6476/
dannywelbeck,instagram,Danny Welbeck,https://cdn.horizm.com/clubs/4340_649bda7a5764b,866001,2,0.0171,14815,Athlete,https://www.instagram.com/dannywelbeck/
caiobaribeiro,instagram,Caio Ribeiro,https://cdn.horizm.com/clubs/3412_649203b25e890,864022,4,0.0008,725,Athlete,https://www.instagram.com/caiobaribeiro/
jrue_holiday11,instagram,Jrue Holiday,https://cdn.horizm.com/clubs/2489_6491ea44e43cf,862382,3,0.0219,18920,Athlete,https://www.instagram.com/jrue_holiday11/
marcosleonardo09,instagram,Marcos Leonardo,https://cdn.horizm.com/clubs/6030_650be2fd3358b,857342,4,0.0989,84819,Athlete,https://www.instagram.com/marcosleonardo09
glennphillips236,instagram,Glenn Phillips,https://cdn.horizm.com/clubs/2988_6491f83f9b3e4,857153,6,0.0953,81662,Athlete,https://www.instagram.com/glennphillips236/
pskills43,instagram,Pascal Siakam,https://cdn.horizm.com/clubs/5963_650be27826f52,856344,12,0.1388,118876,Athlete,https://www.instagram.com/pskills43/
sergioliveira27,instagram,Sergio Oliveira,https://cdn.horizm.com/clubs/08c4552d11384f3fd9b9b791fa3a59b886b96201.png,855273,7,0.0039,3361,Athlete,https://www.instagram.com/sergioliveira27
alex_albon,tiktok,Alexander Albon,https://cdn.horizm.com/clubs/1276_6491cb27899f1,854659,1,0.0091,7801,Athlete,https://www.tiktok.com/@alex_albon
hopesolo,instagram,Hope Solo,https://cdn.horizm.com/clubs/4185_649bd6ae64249,853720,2,0.0024,2020,Athlete,https://www.instagram.com/hopesolo/
alvaroodriozola,instagram,Alvaro Odriozola,https://cdn.horizm.com/clubs/1393_64b629d2cf05f,853388,7,0.0180,15340,Athlete,https://www.instagram.com/alvaroodriozola/
niclas.fuellkrug24,instagram,Niclas Füllkrug,https://cdn.horizm.com/clubs/7338_65b0b9bc4521d,850289,14,0.3119,265195,Athlete,https://www.instagram.com/niclas.fuellkrug24
bethanyhamiltonofficial,tiktok,Bethany Hamilton,https://cdn.horizm.com/clubs/4152_649bd5aae878c,845669,1,0.0038,3246,Athlete,https://www.tiktok.com/@bethanyhamiltonofficial
diegolugano,instagram,Diego Lugano,https://cdn.horizm.com/clubs/3849_64920df98444e,842829,2,0.0017,1467,Athlete,https://www.instagram.com/diegolugano/
therealpitsomosimane,instagram,Pitso Mosimane,https://cdn.horizm.com/clubs/8525_66ec2e6b67262,841834,1,0.0009,737,Athlete,https://www.instagram.com/therealpitsomosimane/
bogdanbogdanovic,instagram,Bogdan Bogdanović,https://cdn.horizm.com/clubs/7826_66ec2add1ad87,840989,1,0.0028,2378,Athlete,https://www.instagram.com/bogdanbogdanovic
ellatoone,instagram,Ella Toone,https://cdn.horizm.com/clubs/4182_649bd6958fee9,838464,3,0.0136,11423,Athlete,https://www.instagram.com/ellatoone/
lenarybakina,instagram,Elena Rybakina,https://cdn.horizm.com/clubs/2477_64a276d7cd800,836429,5,0.2621,219211,Athlete,https://www.instagram.com/lenarybakina/
88migueloliveira,instagram,Miguel Oliveira,https://cdn.horizm.com/clubs/1829_6491d8f606614,835756,7,0.0328,27422,Athlete,https://www.instagram.com/88migueloliveira/
bigfoe1998,instagram,Frances Tiafoe,https://cdn.horizm.com/clubs/3023_6491f94050587,833391,12,0.0683,56893,Athlete,https://www.instagram.com/bigfoe1998/
yannickferreiracarrasco,instagram,Yannick Carrasco,https://cdn.horizm.com/clubs/2399_6491e821e9e38,832387,1,0.0033,2728,Athlete,https://www.instagram.com/yannickferreiracarrasco/
akhyarrashid,instagram,Akhyar Abdul RASHID,https://cdn.horizm.com/clubs/3814_64920d4e5ec8b,830397,5,0.0018,1532,Athlete,https://www.instagram.com/akhyarrashid
rudygobert27,instagram,Rudy Gobert,https://cdn.horizm.com/clubs/5960_650be2714ef1c,828267,2,0.0160,13267,Athlete,https://www.instagram.com/rudygobert27/
lore_musetti,instagram,Lorenzo Musetti,https://cdn.horizm.com/clubs/7293_65b0ad1e8791d,826957,23,0.2889,238897,Athlete,https://www.instagram.com/lore_musetti/
polespargaro,instagram,Pol Espargaro,https://cdn.horizm.com/clubs/1835_6491d9204a7ae,821241,5,0.0145,11913,Athlete,https://www.instagram.com/polespargaro/
marcoasensio10,tiktok,Marco Asensio,https://cdn.horizm.com/clubs/2223_6491e39be9078,820208,3,0.0070,5740,Athlete,https://www.tiktok.com/@marcoasensio10
cedricsoares41,instagram,Cedric Soares,https://cdn.horizm.com/clubs/4314_649bd9dfe92b5,817066,2,0.0044,3601,Athlete,https://www.instagram.com/cedricsoares41/
vigneshputhur,instagram,Vignesh Puthur,https://cdn.horizm.com/clubs/9075_686b9b54619a4,814532,1,0.0102,8292,Athlete,https://www.instagram.com/vigneshputhur/
liamdelap,instagram,Liam Delap,https://cdn.horizm.com/clubs/2784_6491f26d2b032,814248,2,0.0450,36628,Athlete,https://www.instagram.com/liamdelap/
vampetaoficial,instagram,Vampeta,https://cdn.horizm.com/clubs/9b4cb239bb469c504c15b5b1938f7b65724b0d00.jpg,813930,40,0.0606,49310,Athlete,https://www.instagram.com/vampetaoficial
jakobing,instagram,Jakob Ingebrigtsen,https://cdn.horizm.com/clubs/f95b9a2f9e3efcf90fb3ae0f3cd54f7c8e415481.jpg,813239,1,0.0136,11094,Athlete,https://www.instagram.com/jakobing/
abreg_1,instagram,Alex Bregman,https://cdn.horizm.com/clubs/3735_64920b54ad7ac,809985,19,0.4768,386214,Athlete,https://www.instagram.com/abreg_1/
gmamardashvili25,instagram,Giorgi Mamardashvili,https://cdn.horizm.com/clubs/7087_658407a49c5f5,809105,2,0.0203,16414,Athlete,https://www.instagram.com/gmamardashvili25/
sophiafloersch,instagram,Sophia Flörsch,https://cdn.horizm.com/clubs/5055_64bab02571e62,808550,10,0.0700,56637,Athlete,https://www.instagram.com/sophiafloersch/
jonrahm,instagram,Jon Rahm,https://cdn.horizm.com/clubs/1410_6491cf3fa2d2f,808455,2,0.0166,13404,Athlete,https://www.instagram.com/jonrahm/
yasielpuig,instagram,Yasiel Puig,https://cdn.horizm.com/clubs/3737_64920b5c75931,807619,3,0.0112,9010,Athlete,https://www.instagram.com/yasielpuig/
davidecalabria2,instagram,Davide Calabria,https://cdn.horizm.com/clubs/6562_65312b3d897a8,804633,1,0.0018,1442,Athlete,https://www.instagram.com/davidecalabria2/
kendrypaez.10,instagram,Kendry Paez,https://cdn.horizm.com/clubs/8927_67ffb880a5d42,802952,3,0.0360,28928,Athlete,https://www.instagram.com/kendrypaez.10/
youngamechanger,instagram,Marcus Smart,https://cdn.horizm.com/clubs/2500_6491ea986604c,802138,1,0.0180,14464,Athlete,https://www.instagram.com/youngamechanger/
berndleno1,instagram,Bernd Leno,https://cdn.horizm.com/clubs/4309_649bd9b53ae06,800176,1,0.0010,831,Athlete,https://www.instagram.com/berndleno1/
triplecibarguen,instagram,Catherine Ibargüen,https://cdn.horizm.com/clubs/3391_64920317163d1,799852,1,0.0014,1124,Athlete,https://www.instagram.com/triplecibarguen/
cheslinkolbe,instagram,Cheslin Kolbe,https://cdn.horizm.com/clubs/4219_649bd78f2fd34,797832,11,0.0858,68475,Athlete,https://www.instagram.com/cheslinkolbe
maryearps,instagram,Mary Earps,https://cdn.horizm.com/clubs/832feb74c37fd1e8d3f6f3b31689837110b60a98.jpg,796518,2,0.0015,1202,Athlete,https://www.instagram.com/maryearps/
_tonyparker09,instagram,Tony Parker,https://cdn.horizm.com/clubs/3138_6491fbc47dd7f,795053,2,0.0045,3560,Athlete,https://www.instagram.com/_tonyparker09/
akash.deep969,instagram,Akash Deep,https://cdn.horizm.com/clubs/9064_686b99ccedc50,793987,1,0.0074,5862,Athlete,https://www.instagram.com/akash.deep969/
rafasobis,instagram,Rafael Sobis,https://cdn.horizm.com/clubs/3846_64a275aa72580,793506,21,0.0669,53096,Athlete,https://www.instagram.com/rafasobis
chriswoakes,instagram,Chris Woakes,https://cdn.horizm.com/clubs/6249_653122b02463b,791221,3,0.0044,3489,Athlete,https://www.instagram.com/chriswoakes/
ahmedrakaba,instagram,Ahmed Rakaba,https://cdn.horizm.com/clubs/77877f0a4e613f8b3a951d0c388e67fbd97622f3.jpg,789639,3,0.0096,7613,Athlete,https://www.instagram.com/ahmedrakaba
romarioshepherd,instagram,Romario Shepherd,https://cdn.horizm.com/clubs/7698_65faecc60e625,789609,4,0.0617,48697,Athlete,https://www.instagram.com/romarioshepherd/
cicinho,instagram,Cicinho,https://cdn.horizm.com/clubs/8084f06a9f78aaf806f690b272004579b717fe47.jpg,788704,30,0.1555,122608,Athlete,https://www.instagram.com/cicinho/
estevaowillian_,tiktok,Estevao Willian,https://cdn.horizm.com/clubs/8943_686b9305a3303,786807,2,0.0040,3121,Athlete,https://www.tiktok.com/@estevaowillian_
sbird10,instagram,Sue Bird,https://cdn.horizm.com/clubs/4283_649bd92c68458,785531,1,0.0077,6046,Athlete,https://www.instagram.com/sbird10/
hwangheechan,instagram,Hwang Hee-chan,https://cdn.horizm.com/clubs/7146_658407dd91830,784446,5,0.0436,34214,Athlete,https://www.instagram.com/hwangheechan
moussadiabyofficial,instagram,Moussa Diaby,https://cdn.horizm.com/clubs/3610_649209002144f,784041,2,0.0045,3519,Athlete,https://www.instagram.com/moussadiabyofficial/
kerolinnicoli,instagram,Kerolin Nicoli,,781473,12,0.0616,48172,Athlete,https://www.instagram.com/kerolinnicoli/
simeonegiovanni,instagram,Giovanni Simeone,https://cdn.horizm.com/clubs/2e01b661cc4680776f21d9c2c0953dd87fa433cb.jpg,778671,4,0.0100,7798,Athlete,https://www.instagram.com/simeonegiovanni/
ashlynharris24,instagram,Ashlyn Harris,https://cdn.horizm.com/clubs/4172_649bd64bc67d4,777807,8,0.0804,62549,Athlete,https://www.instagram.com/ashlynharris24/
timothyweah,instagram,Timothy Weah,https://cdn.horizm.com/clubs/6572_65312b6f66dd6,776206,4,0.0270,20967,Athlete,https://www.instagram.com/timothyweah
